Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3623214,,0,350.46,0,3.91,14,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@@H](n3ccnc3)C[C@@H]12,IC50,'=',160.0,nM,6.8,,,UO_0000065,19.39,0.36,2.89,13.08,False,CHEMBL3624595,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL3623226,,0,293.3,0,3.80,45,Fc1ccc(C(c2cc3ccccc3o2)n2cncn2)cc1,IC50,'=',190.0,nM,6.72,,,UO_0000065,22.92,0.42,2.92,15.33,False,CHEMBL3624598,Inhibition of human placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL9165,,0,334.81,0,4.60,"81b, MR 20492",O=C1/C(=C\c2ccncc2)C(c2ccc(Cl)cc2)Cn2cccc21,IC50,'=',150.0,nM,6.82,,,UO_0000065,20.38,0.39,2.22,19.56,False,CHEMBL1918001,Inhibition of aromatase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1914343,1,Scientific Literature,Eur. J. Med. Chem.,2011.0,None,
CHEMBL1689258,,0,610.57,3,-1.40,2,O=C(/C=C/c1ccc(O)c(O)c1)OC[C@H]1O[C@@H](OCCc2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O,IC50,'=',32300.0,nM,4.49,,,UO_0000065,7.36,0.14,5.89,1.83,False,CHEMBL1693773,Inhibition of aromatase preincubated with 2.6 mM NADP+ for 10 mins before substrate addition measured after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1687868,1,Scientific Literature,J. Nat. Prod.,2011.0,None,
CHEMBL23394,,0,239.32,0,3.13,22,Oc1ccc2c(c1)CC(Cc1ccncc1)CC2,IC50,'=',1300.0,nM,5.89,,,UO_0000065,24.59,0.45,2.76,17.77,False,CHEMBL660330,Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127708,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL187068,,0,391.45,0,4.86,4g,COc1ccc(-c2c(SCc3ccncc3)oc3cc(O)ccc3c2=O)cc1,IC50,'=',220.0,nM,6.66,,,UO_0000065,17.01,0.32,1.8,9.18,False,CHEMBL877007,Inhibitory concentration against human placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138663,1,Scientific Literature,J. Med. Chem.,2004.0,None,
CHEMBL488,AMINOGLUTETHIMIDE,4,232.28,0,1.35,AG,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,'=',2800.0,nM,5.55,,,UO_0000065,23.91,0.45,4.2,7.69,True,CHEMBL877007,Inhibitory concentration against human placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138663,1,Scientific Literature,J. Med. Chem.,2004.0,None,
CHEMBL131921,BIOCHANIN,0,284.27,0,2.88,BCA,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,IC50,'=',34000.0,nM,4.47,,,UO_0000065,15.72,0.29,1.59,5.59,True,CHEMBL877007,Inhibitory concentration against human placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138663,1,Scientific Literature,J. Med. Chem.,2004.0,None,
CHEMBL362906,,0,375.45,1,5.16,3g,COc1ccc2c(=O)c(-c3ccccc3)c(SCc3ccccn3)oc2c1,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,True,CHEMBL877007,Inhibitory concentration against human placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1138663,1,Scientific Literature,J. Med. Chem.,2004.0,None,
CHEMBL8254,,0,326.48,0,4.89,4c,CCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,IC50,'=',60.0,nM,7.22,,,UO_0000065,22.12,0.41,2.33,21.15,False,CHEMBL661697,In vitro inhibitory activity against Cytochrome P450 19A1 in human placental microsomes,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129505,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL3980889,,0,645.59,1,2.99,6j,CS(=O)(=O)CS(=O)(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',1000.0,nM,6.0,,,UO_0000065,,,,,False,CHEMBL3868075,Inhibition of Cyp19 (unknown origin),A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3867461,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,None,
CHEMBL268918,,0,382.59,1,6.45,4g,CCCCCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,IC50,'=',60.0,nM,7.22,,,UO_0000065,18.88,0.35,0.77,21.15,False,CHEMBL661697,In vitro inhibitory activity against Cytochrome P450 19A1 in human placental microsomes,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129505,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL3948254,,0,331.42,1,5.05,15b,CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(N)cc1,IC50,'=',8.8,nM,8.06,,,UO_0000065,24.31,0.44,3.01,12.12,False,CHEMBL3861278,Inhibition of recombinant human microsomal CYP19 using MFC as substrate measured after 30 mins by fluorometric analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860069,1,Scientific Literature,Bioorg Med Chem,2016.0,None,
CHEMBL149791,,0,316.4,1,5.47,13,CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1,IC50,'=',24880.0,nM,4.6,,,UO_0000065,14.55,0.26,-0.87,11.38,False,CHEMBL3861278,Inhibition of recombinant human microsomal CYP19 using MFC as substrate measured after 30 mins by fluorometric analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3860069,1,Scientific Literature,Bioorg Med Chem,2016.0,None,
CHEMBL3805310,,0,337.42,0,2.43,3b,Cc1cc(S(=O)(=O)N2CCCC(Cn3ccnc3)C2)ccc1F,IC50,'=',24.0,nM,7.62,,,UO_0000065,22.58,0.45,5.19,13.8,False,CHEMBL3806799,Inhibition of recombinant human aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate measured at anoxic conditions by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804764,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,None,
CHEMBL3805481,,0,357.84,0,2.78,3e,O=S(=O)(c1ccc(F)c(Cl)c1)N1CCCC(Cn2ccnc2)C1,IC50,'=',14.0,nM,7.85,,,UO_0000065,21.95,0.47,5.07,14.23,False,CHEMBL3806799,Inhibition of recombinant human aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate measured at anoxic conditions by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804764,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,None,
CHEMBL3806151,,0,363.47,0,1.99,3g,O=S(=O)(c1cccc2nsnc12)N1CCCC(Cn2ccnc2)C1,IC50,'=',54.0,nM,7.27,,,UO_0000065,20.0,0.41,5.28,8.97,False,CHEMBL3806799,Inhibition of recombinant human aromatase using 7-methoxy-4-trifluoromethyl coumarin as substrate measured at anoxic conditions by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804764,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016.0,None,
CHEMBL2208131,,0,267.35,0,4.49,9e,COc1cccc(-c2nc(-c3ccccc3)cs2)c1,IC50,'>',50000.0,nM,,,,UO_0000065,,,,,False,CHEMBL2213354,Inhibition of human aromatase activity after 30 mins by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2203005,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,None,
CHEMBL264401,,0,238.32,0,3.87,2,c1ccc(-c2nsc(-c3ccccc3)n2)cc1,IC50,'>',32700.0,nM,,,,UO_0000065,,,,,False,CHEMBL2213354,Inhibition of human aromatase activity after 30 mins by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2203005,1,Scientific Literature,Bioorg. Med. Chem.,2012.0,None,
CHEMBL9298,FADROZOLE,0,223.28,0,2.68,BDBM8611,N#Cc1ccc(C2CCCc3cncn32)cc1,IC50,'=',29.5,nM,7.53,,384976,UO_0000065,33.73,0.6,4.85,18.1,False,CHEMBL3888233,"CYP19 Inhibition Assay: The enzyme was obtained from the microsome fraction of fresh human placenta (St. Josephs Krankenhaus, Saarbrucken-Dudweiler, Germany) according to the method of Thompson and Siiteri (Thompson, E. A. & Siiteri, P. K., J. Biol. Chem. 249: 5364-5372 (1974)). The isolated microsomes were suspended in a mini mum volume of phosphate buffer (0.05 M; pH 7.4; 20% glycerol). In addition, DTT (10 mM) and EDTA (1 mM) were added to protect the enzyme from degradation reactions. The protein concentration was determined according to Lowry et al. (Lowry, O. H. et al., J. Biol. Chem. 193: 265-275 (1951)) and should be about 35 mg/ml after the processing.",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886626,37,BindingDB Database,,2016.0,None,
CHEMBL41761,,0,319.38,0,4.63,33,CCn1ccc2cc(C(c3ccc(F)cc3)n3ccnc3)ccc21,IC50,'=',41.0,nM,7.39,,,UO_0000065,23.13,0.42,2.76,32.47,True,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131917,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999.0,None,
CHEMBL23365,,0,253.34,0,3.44,19,COc1ccc2c(c1)CC(Cc1ccncc1)CC2,IC50,'=',4300.0,nM,5.37,,,UO_0000065,21.18,0.39,1.93,24.26,False,CHEMBL660330,Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127708,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL158635,,0,332.36,0,3.71,22n,COc1ccc2c(=O)c(Cn3ccnc3)c(-c3ccccc3)oc2c1,IC50,'=',550.0,nM,6.26,,,UO_0000065,18.83,0.34,2.55,10.93,True,CHEMBL666790,Inhibition of human placental microsome cytochrome P450 19A1 aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134355,1,Scientific Literature,J. Med. Chem.,2001.0,None,
CHEMBL3751861,,0,317.43,0,3.12,238,C[C@]12CC[C@H]3[C@@H](Cc4noc5c4[C@]3(C)CC[C@@H]5O)[C@@H]1CC[C@@H]2O,IC50,'=',120500.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL3757115,Inhibition of human aromatase extracted from placental microsomes using [1beta-3H]androstenedione as substrate after 30 mins,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751755,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL3752689,,0,528.69,2,6.46,135,COc1cc(/C=C2\C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@H]4CC[C@]3(C)C2=O)ccc1OCCCn1ccnc1,IC50,'=',4400.0,nM,5.36,,,UO_0000065,10.13,0.19,-1.1,7.61,False,CHEMBL3757118,"Inhibition of human aromatase extracted from placental microsomes assessed as 3H2O formation from [1b,2b-3H] testosterone preincubated for 5 mins followed by protein addition measured at 7 to 21 mins by liquid scintillation counting analysis",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751755,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,None,
CHEMBL24279,,0,239.27,0,2.38,10,O=C1c2ccc(O)cc2CC1Cc1ccncc1,IC50,'=',9300.0,nM,5.03,,,UO_0000065,21.03,0.38,2.65,10.02,False,CHEMBL660330,Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127708,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL133724,,0,287.4,0,3.80,2,CC(C(=O)OC1CC2CC([C@@H]1C)C2(C)C)c1ccncc1,IC50,'=',1320.0,nM,5.88,,,UO_0000065,20.46,0.38,2.08,15.0,False,CHEMBL666798,Tested for inhibition of human placental Cytochrome P450 19A1,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1128320,1,Scientific Literature,J. Med. Chem.,1995.0,None,
CHEMBL25059,,0,314.47,0,4.72,5b,CC[C@@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,IC50,'=',140.0,nM,6.85,,,UO_0000065,21.79,0.41,2.13,20.08,False,CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127822,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL262723,,0,284.4,0,3.86,24,CC12CCC3C(C(=O)C=C4C=CCCC43C)C1CCC2=O,IC50,'=',1800.0,nM,5.75,,,UO_0000065,20.2,0.37,1.88,16.83,False,CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127575,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL488,AMINOGLUTETHIMIDE,4,232.28,0,1.35,Page 2677,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,'=',30000.0,nM,4.52,,,UO_0000065,19.47,0.36,3.17,6.27,True,CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125058,1,Scientific Literature,J. Med. Chem.,1990.0,None,
CHEMBL355905,,0,331.42,0,2.37,7,CSc1nc2ccccn2c(=N)c1S(=O)(=O)c1ccccc1,IC50,'=',860.0,nM,6.07,,,UO_0000065,18.3,0.38,3.7,8.06,False,CHEMBL664324,Inhibition of recombinant human Cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145753,1,Scientific Literature,J. Med. Chem.,2003.0,None,
CHEMBL311400,,0,286.42,0,3.66,25,CC12CCC=CC1=CC(=O)C1C2CCC2(C)C1CC[C@@H]2O,IC50,'=',42000.0,nM,4.38,,,UO_0000065,15.28,0.28,0.72,11.73,False,CHEMBL663241,In vitro competitive inhibitory activity was measured on Cytochrome P450 19A1 of human placental microsomes,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127575,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL197576,,0,269.73,0,4.56,9,COc1ccc2cc(-c3cccnc3)ccc2c1Cl,IC50,'=',1805.0,nM,5.74,,,UO_0000065,21.29,0.41,1.18,25.97,True,CHEMBL880272,Inhibitory concentration against human placental cytochrome P450 19A1 using [1-beta-3H]-androstenedione as substrate,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141125,1,Scientific Literature,J. Med. Chem.,2005.0,None,
CHEMBL468419,FADROZOLE HYDROCHLORIDE,0,259.74,0,2.68,26a,Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,IC50,'=',6.4,nM,8.19,,,UO_0000065,36.7,0.66,5.51,19.69,False,CHEMBL663244,In vitro inhibition of cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125250,1,Scientific Literature,J. Med. Chem.,1991.0,None,
CHEMBL460382,,0,228.32,0,3.34,32,c1cc(CCn2ccnc2)c2ccsc2c1,IC50,'=',3560.0,nM,5.45,,,UO_0000065,23.86,0.47,2.11,30.58,True,CHEMBL885077,50% in vitro inhibitory concentration against Cytochrome P450 19A1 from human placental microsomes by thiobarbituric acid assay,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133604,1,Scientific Literature,J. Med. Chem.,2000.0,None,
CHEMBL4464506,,0,314.41,0,2.83,22,O=S(=O)(Cc1ccccc1)NCCc1c[nH]c2ccccc12,IC50,'=',750.0,nM,6.12,,,UO_0000065,19.48,0.38,3.29,9.89,False,CHEMBL4316316,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4312030,1,Scientific Literature,Eur J Med Chem,2020.0,None,
CHEMBL368732,,0,216.24,0,0.53,9b,CN1C(=O)C2CC2(c2ccc(N)cc2)C1=O,IC50,'=',14000.0,nM,4.85,,,UO_0000065,22.45,0.41,4.32,7.66,False,CHEMBL660327,Inhibition of human placental cytochrome P450 19A1 androstenedione,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1124116,1,Scientific Literature,J. Med. Chem.,1988.0,None,
CHEMBL163420,,0,189.26,0,2.45,27,N#CCCCC1CCCc2cncn21,IC50,'=',92.9,nM,7.03,,,UO_0000065,37.16,0.69,4.58,16.9,False,CHEMBL663244,In vitro inhibition of cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125250,1,Scientific Literature,J. Med. Chem.,1991.0,None,
CHEMBL197576,,0,269.73,0,4.56,BDBM8910,COc1ccc2cc(-c3cccnc3)ccc2c1Cl,IC50,'=',1805.0,nM,5.74,,384960,UO_0000065,21.29,0.41,1.18,25.97,False,CHEMBL3888233,"CYP19 Inhibition Assay: The enzyme was obtained from the microsome fraction of fresh human placenta (St. Josephs Krankenhaus, Saarbrucken-Dudweiler, Germany) according to the method of Thompson and Siiteri (Thompson, E. A. & Siiteri, P. K., J. Biol. Chem. 249: 5364-5372 (1974)). The isolated microsomes were suspended in a mini mum volume of phosphate buffer (0.05 M; pH 7.4; 20% glycerol). In addition, DTT (10 mM) and EDTA (1 mM) were added to protect the enzyme from degradation reactions. The protein concentration was determined according to Lowry et al. (Lowry, O. H. et al., J. Biol. Chem. 193: 265-275 (1951)) and should be about 35 mg/ml after the processing.",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3886626,37,BindingDB Database,,2016.0,None,
CHEMBL41517,,0,350.5,1,5.08,13,C[C@]12CCC3C(CCC4=C(SCF)C(=O)CC[C@@]43C)C1CCC2=O,IC50,'=',800.0,nM,6.1,,,UO_0000065,17.39,0.35,1.02,17.86,False,CHEMBL664247,Inhibition of Cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125454,1,Scientific Literature,J. Med. Chem.,1992.0,None,
CHEMBL330452,,0,218.26,0,1.17,1,CC[C@]1(c2ccncc2)CCC(=O)NC1=O,IC50,'=',63000.0,nM,4.2,,,UO_0000065,19.25,0.36,3.03,7.11,False,CHEMBL660334,Inhibition of Cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125308,1,Scientific Literature,J. Med. Chem.,1992.0,None,
CHEMBL1203766,,0,313.63,0,3.57,26b,Brc1ccc(C2CCCc3cncn32)cc1.Cl,IC50,'=',7.6,nM,8.12,,,UO_0000065,29.29,0.69,4.55,45.56,False,CHEMBL663244,In vitro inhibition of cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125250,1,Scientific Literature,J. Med. Chem.,1991.0,None,
CHEMBL202226,,0,316.32,0,3.24,11d,N#Cc1ccc(C(c2cc3ccc(O)cc3o2)n2cncn2)cc1,IC50,'=',20.0,nM,7.7,,,UO_0000065,24.34,0.44,4.46,8.76,False,CHEMBL865872,"Displacement of [1,2,6,7-3H]-androstenedione from human placental CYP19",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1149390,1,Scientific Literature,J. Med. Chem.,2006.0,None,
CHEMBL379019,,0,335.36,0,3.68,7c,COc1ccc(C(c2cc3ccc(OC)cc3o2)n2cncn2)cc1,IC50,'=',130.0,nM,6.89,,,UO_0000065,20.53,0.38,3.21,11.05,False,CHEMBL865872,"Displacement of [1,2,6,7-3H]-androstenedione from human placental CYP19",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1149390,1,Scientific Literature,J. Med. Chem.,2006.0,None,
CHEMBL382902,,0,339.78,0,4.32,7b,COc1ccc2cc(C(c3ccc(Cl)cc3)n3cncn3)oc2c1,IC50,'=',44.0,nM,7.36,,,UO_0000065,21.65,0.42,3.04,13.86,False,CHEMBL865872,"Displacement of [1,2,6,7-3H]-androstenedione from human placental CYP19",B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1149390,1,Scientific Literature,J. Med. Chem.,2006.0,None,
CHEMBL23485,,0,225.29,0,2.74,14,Oc1cccc2c1CC(Cc1ccncc1)C2,IC50,'=',1000.0,nM,6.0,,,UO_0000065,26.63,0.48,3.26,18.12,False,CHEMBL660330,Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127708,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL350074,,0,346.54,0,4.82,34,CSCC[C@]12CCC(=O)C=C1CCC1C3CCC(=O)[C@@]3(C)CCC12,IC50,'=',22.0,nM,7.66,,,UO_0000065,22.1,0.44,2.84,22.43,False,CHEMBL661698,In vitro inhibition to cytochrome P450 19A1 assayed using human placental microsomes,B,BAO_0000019,assay format,None,CHEMBL3987910,Placenta,None,Microsomes,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129479,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL176886,,0,251.33,0,3.97,19b,CCOc1ccc2c(c1)CC/C2=C/c1cccnc1,IC50,'=',7680.0,nM,5.12,,,UO_0000065,20.35,0.37,1.14,23.12,True,CHEMBL830012,In vitro inhibitory concentration against human placental CYP19 incubated with 500 nM of substrate androstenedione in presence of the compound,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1142706,1,Scientific Literature,J. Med. Chem.,2005.0,None,
